stimulus,item,category,rank,logprob,normalized_logprob,params,model
a doll is a toy.,doll,toy,1,-37.03210401535034,-5.290300573621478,1557612800,gpt2-xl
a top is a toy.,top,toy,2,-42.77992296218872,-6.11141756602696,1557612800,gpt2-xl
a jack-in-the-box is a toy.,jack-in-the-box,toy,3,-43.12865877151489,-3.317589136270376,1557612800,gpt2-xl
a toy soldier is a toy.,toy soldier,toy,4,-39.43143177032471,-4.928928971290588,1557612800,gpt2-xl
a yo-yo is a toy.,yo-yo,toy,5,-40.34482526779175,-4.482758363087972,1557612800,gpt2-xl
a block is a toy.,block,toy,6,-42.10973834991455,-6.01567690713065,1557612800,gpt2-xl
marbles are toys.,marbles,toy,7,-39.92117214202881,-6.653528690338135,1557612800,gpt2-xl
a rattle is a toy.,rattle,toy,8,-45.60431480407715,-5.7005393505096436,1557612800,gpt2-xl
a stuffed animal is a toy.,stuffed animal,toy,9,-38.984466552734375,-4.873058319091797,1557612800,gpt2-xl
a water pistol is a toy.,water pistol,toy,10,-45.79197025299072,-5.72399628162384,1557612800,gpt2-xl
a teddy bear is a toy.,teddy bear,toy,11,-39.840500831604004,-4.426722314622667,1557612800,gpt2-xl
a rocking horse is a toy.,rocking horse,toy,12,-42.903820514678955,-5.362977564334869,1557612800,gpt2-xl
a doll house is a toy.,doll house,toy,13,-42.70674276351929,-5.338342845439911,1557612800,gpt2-xl
a ball is a toy.,ball,toy,14,-38.559874057769775,-5.508553436824253,1557612800,gpt2-xl
jacks are toys.,jacks,toy,15,-43.25452709197998,-7.20908784866333,1557612800,gpt2-xl
paper dolls are toys.,paper dolls,toy,16,-42.86277103424072,-7.143795172373454,1557612800,gpt2-xl
an erector set is a toy.,erector set,toy,17,-49.533610343933105,-5.503734482659234,1557612800,gpt2-xl
a hula hoop is a toy.,hula hoop,toy,18,-44.29204607009888,-4.921338452233209,1557612800,gpt2-xl
a jump rope is a toy.,jump rope,toy,19,-45.28515100479126,-5.6606438755989075,1557612800,gpt2-xl
a pogo stick is a toy.,pogo stick,toy,20,-42.645896434783936,-4.7384329371982155,1557612800,gpt2-xl
a clay is a toy.,clay,toy,21,-45.70365858078003,-6.529094082968576,1557612800,gpt2-xl
a wagon is a toy.,wagon,toy,22,-45.43516206741333,-6.490737438201904,1557612800,gpt2-xl
a kite is a toy.,kite,toy,23,-39.56848192214966,-4.946060240268707,1557612800,gpt2-xl
a train is a toy.,train,toy,24,-39.53303527832031,-5.647576468331473,1557612800,gpt2-xl
a tricycle is a toy.,tricycle,toy,25,-44.86576175689697,-5.608220219612122,1557612800,gpt2-xl
a coloring book is a toy.,coloring book,toy,26,-44.48469686508179,-5.560587108135223,1557612800,gpt2-xl
crayons are toys.,crayons,toy,27,-39.25538396835327,-5.607911995479038,1557612800,gpt2-xl
a truck is a toy.,truck,toy,28,-41.29573154449463,-5.89939022064209,1557612800,gpt2-xl
a puzzle is a toy.,puzzle,toy,29,-41.11911630630493,-5.874159472329276,1557612800,gpt2-xl
a fire engine is a toy.,fire engine,toy,30,-45.362759590148926,-5.670344948768616,1557612800,gpt2-xl
a balloon is a toy.,balloon,toy,31,-39.2727427482605,-5.610391821180071,1557612800,gpt2-xl
skates are toys.,skates,toy,32,-40.6209135055542,-6.7701522509257,1557612800,gpt2-xl
a baseball is a toy.,baseball,toy,33,-42.87092113494873,-6.124417304992676,1557612800,gpt2-xl
a drum is a toy.,drum,toy,34,-42.58666515350342,-6.083809307643345,1557612800,gpt2-xl
a football is a toy.,football,toy,35,-40.60429096221924,-5.800612994602749,1557612800,gpt2-xl
a game is a toy.,game,toy,36,-38.412856578826904,-5.487550939832415,1557612800,gpt2-xl
a swing is a toy.,swing,toy,37,-41.696077823638916,-5.956582546234131,1557612800,gpt2-xl
a boat is a toy.,boat,toy,38,-38.94381666183472,-5.563402380262103,1557612800,gpt2-xl
a monopoly is a toy.,monopoly,toy,39,-46.43615531921387,-6.63373647417341,1557612800,gpt2-xl
a sled is a toy.,sled,toy,40,-43.14434099197388,-6.163477284567697,1557612800,gpt2-xl
a seesaw is a toy.,seesaw,toy,41,-42.1332483291626,-5.266656041145325,1557612800,gpt2-xl
stilts are toys.,stilts,toy,42,-43.41058683395386,-7.2350978056589765,1557612800,gpt2-xl
checkers are toys.,checkers,toy,43,-42.53972053527832,-7.089953422546387,1557612800,gpt2-xl
a bat is a toy.,bat,toy,44,-40.846646308898926,-5.835235186985561,1557612800,gpt2-xl
a car is a toy.,car,toy,45,-36.75741720199585,-5.251059600285122,1557612800,gpt2-xl
an airplane is a toy.,airplane,toy,46,-37.89563179016113,-5.4136616843087335,1557612800,gpt2-xl
a bicycle is a toy.,bicycle,toy,47,-37.077855587005615,-5.2968365124293735,1557612800,gpt2-xl
a tractor is a toy.,tractor,toy,48,-42.32330083847046,-6.0461858340672086,1557612800,gpt2-xl
a sandbox is a toy.,sandbox,toy,49,-41.901286125183105,-5.985898017883301,1557612800,gpt2-xl
a bike is a toy.,bike,toy,50,-38.811922550201416,-5.544560364314488,1557612800,gpt2-xl
a bow and arrow is a toy.,bow and arrow,toy,51,-43.694371700286865,-4.854930188920763,1557612800,gpt2-xl
a rope is a toy.,rope,toy,52,-41.1590895652771,-5.8798699378967285,1557612800,gpt2-xl
dishes are toys.,dishes,toy,53,-41.95929527282715,-6.993215878804524,1557612800,gpt2-xl
cards are toys.,cards,toy,54,-36.07543230056763,-7.215086460113525,1557612800,gpt2-xl
a mitt is a toy.,mitt,toy,55,-46.31485462188721,-5.789356827735901,1557612800,gpt2-xl
a horse is a toy.,horse,toy,56,-38.95342254638672,-5.564774649483817,1557612800,gpt2-xl
a gun is a toy.,gun,toy,57,-37.51777172088623,-5.359681674412319,1557612800,gpt2-xl
animals are toys.,animals,toy,58,-35.30241584777832,-5.88373597462972,1557612800,gpt2-xl
a tennis racket is a toy.,tennis racket,toy,59,-44.11036157608032,-5.51379519701004,1557612800,gpt2-xl
books are toys.,books,toy,60,-38.382944107055664,-7.676588821411133,1557612800,gpt2-xl
a robin is a bird.,robin,bird,1,-37.85436725616455,-4.731795907020569,1557612800,gpt2-xl
a sparrow is a bird.,sparrow,bird,2,-36.643417835235596,-4.5804272294044495,1557612800,gpt2-xl
a bluejay is a bird.,bluejay,bird,3,-41.76774883270264,-5.22096860408783,1557612800,gpt2-xl
a bluebird is a bird.,bluebird,bird,4,-40.07125520706177,-5.008906900882721,1557612800,gpt2-xl
a canary is a bird.,canary,bird,5,-39.05168437957764,-4.881460547447205,1557612800,gpt2-xl
a blackbird is a bird.,blackbird,bird,6,-39.5323486328125,-4.9415435791015625,1557612800,gpt2-xl
a dove is a bird.,dove,bird,7,-38.177907943725586,-5.453986849103655,1557612800,gpt2-xl
a lark is a bird.,lark,bird,8,-40.860069274902344,-5.107508659362793,1557612800,gpt2-xl
a swallow is a bird.,swallow,bird,9,-36.64248514175415,-5.234640734536307,1557612800,gpt2-xl
a parakeet is a bird.,parakeet,bird,10,-38.664400577545166,-4.29604450861613,1557612800,gpt2-xl
an oriole is a bird.,oriole,bird,11,-42.8055362701416,-5.3506920337677,1557612800,gpt2-xl
a mockingbird is a bird.,mockingbird,bird,12,-38.18910264968872,-4.77363783121109,1557612800,gpt2-xl
a redbird is a bird.,redbird,bird,13,-42.568480491638184,-5.321060061454773,1557612800,gpt2-xl
a wren is a bird.,wren,bird,14,-41.26584196090698,-5.158230245113373,1557612800,gpt2-xl
a finch is a bird.,finch,bird,15,-39.38837480545044,-4.923546850681305,1557612800,gpt2-xl
